StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Warning,consent,age,sex,own_formidability,own_imagination,timer_instr_First Click,timer_instr_Last Click,timer_instr_Page Submit,timer_instr_Click Count,instr,Q18_First Click,Q18_Last Click,Q18_Page Submit,Q18_Click Count,check1,time_First Click,time_Last Click,time_Page Submit,time_Click Count,non_g_check,time_First Click,time_Last Click,time_Page Submit,time_Click Count,gruesome_check,BP_AQ_1,BP_AQ_2,BP_AQ_3,BP_AQ_4,BP_AQ_5,BP_AQ_6,BP_AQ_7,BP_AQ_8,BP_AQ_9,height_1,height_11,motivated,win_next_fight,poison,visual_size_1,visual_size_2,visual_size_3,visual_size_4,visual_size_5,visual_size_6,visual_strength_1,visual_strength_2,visual_strength_3,visual_strength_4,visual_strength_5,visual_strength_6,comments,mTurkCode
2019-07-12 14:46:10,2019-07-12 14:49:59,0,68.33.119.173,100,228,1,2019-07-12 14:50:00,R_1eQSdLyKIM4eRp9,,,,,39.2998046875,-76.6074981689453125,anonymous,EN,4,1,42,1,7,8,8.857,8.857,9.94,1,1,2.443,2.663,46.95,2,1,,,,,,2.542,2.767,29.082,2,2,4,4,4,3,5,2,5,4,4,6,2,8,9,5,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,No comments.,9112960
2019-07-12 14:47:09,2019-07-12 14:50:07,0,184.97.138.159,100,177,1,2019-07-12 14:50:07,R_294xYaHKCpA5pD2,,,,,41.235504150390625,-96.16880035400390625,anonymous,EN,4,1,35,2,7,7,2.251,4.737,6.636,2,1,0,0,29.921,0,1,0,0,10.073,0,1,,,,,,5,4,4,3,5,5,5,4,4,5,11,7,6,8,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,769713
2019-07-12 14:44:52,2019-07-12 14:50:08,0,35.137.211.78,100,315,1,2019-07-12 14:50:08,R_2s1GRg35GkSwXtX,,,,,28.031005859375,-82.72389984130859375,anonymous,EN,4,1,62,2,9,9,17.09,17.09,18.54,1,1,0,0,57.675,0,1,0,0,22.12,0,1,,,,,,3,3,3,2,4,4,4,2,2,5,8,6,4,3,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,no,782172
2019-07-12 14:45:02,2019-07-12 14:50:08,0,75.131.187.226,100,306,1,2019-07-12 14:50:09,R_2ZK8WEkLHkUkHgI,,,,,34.3542938232421875,-83.889801025390625,anonymous,EN,4,1,57,2,2,10,27.991,27.991,29.403,1,1,0,0,58.606,0,1,0,0,19.465,0,1,,,,,,4,4,2,2,4,3,4,4,2,5,11,6,7,7,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,2206076
2019-07-12 14:47:22,2019-07-12 14:50:10,0,73.110.45.141,100,167,1,2019-07-12 14:50:10,R_1Q4N5qoxMsS6ei7,,,,,42.0648040771484375,-87.93560028076171875,anonymous,EN,4,1,42,2,6,9,10.766,10.766,12.096,1,1,0,0,19.929,0,1,,,,,,0,0,14.625,0,2,5,4,5,5,5,5,5,5,5,5,7,10,10,10,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Interesting lol,4504341
2019-07-12 14:44:54,2019-07-12 14:50:14,0,75.190.204.157,100,320,1,2019-07-12 14:50:14,R_3mlRQR5GehlmNI5,,,,,35.4010009765625,-80.86879730224609375,anonymous,EN,4,1,44,2,3,8,5.397,5.397,8.029,1,1,0,0,56.421,0,1,0,0,20.833,0,1,,,,,,4,4,4,4,4,5,5,5,4,5,11,7,6,7,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,no,2946490
2019-07-12 14:48:25,2019-07-12 14:50:14,0,71.178.202.60,100,109,1,2019-07-12 14:50:15,R_3iEWLoAEq23kuev,,,,,39.1089935302734375,-77.2489013671875,anonymous,EN,4,1,19,1,5,8,1.536,3.071,6.515,2,1,15.412,15.412,16.426,1,4,0,0,10.22,0,4,,,,,,3,4,3,3,4,3,4,3,4,5,5,6,5,6,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,,3609738
2019-07-12 14:46:39,2019-07-12 14:50:19,0,68.227.57.230,100,220,1,2019-07-12 14:50:20,R_12oo25B6jkRisps,,,,,35.9853973388671875,-115.11930084228515625,anonymous,EN,4,1,19,1,6,10,4.948,4.948,7.635,1,1,0,0,53.886,0,1,0,0,16.633,0,1,,,,,,5,3,3,3,3,3,5,3,3,6,1,8,6,3,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,,6088163
2019-07-12 14:46:08,2019-07-12 14:50:20,0,134.124.128.248,100,252,1,2019-07-12 14:50:20,R_1CqgOJU4XNHWoik,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,4,1,28,2,8,10,2.056,24.992,31.863,3,1,1.565,37.677,72.108,3,4,,,,,,0.959,1.527,28.421,4,2,5,5,5,5,5,5,5,5,5,5,8,10,10,10,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,1907654
2019-07-12 14:46:47,2019-07-12 14:50:20,0,71.177.22.2,100,213,1,2019-07-12 14:50:20,R_3L29tmpa2r2xp7z,,,,,33.9463958740234375,-118.08380126953125,anonymous,EN,4,1,40,1,6,7,1.324,15.434,16.072,2,1,0,0,36.609,0,1,,,,,,0,0,23.735,0,2,4,4,4,4,4,2,5,4,4,6,1,7,5,6,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,None,9022425
2019-07-12 14:47:00,2019-07-12 14:50:20,0,108.41.104.169,100,200,1,2019-07-12 14:50:21,R_3kAEFquQnBR7oyF,,,,,40.62860107421875,-73.93900299072265625,anonymous,EN,4,1,58,2,8,10,10.629,10.629,11.861,1,1,3.109,8.474,50.815,2,1,13.817,19.021,20.66,2,1,,,,,,4,3,3,3,4,5,4,4,3,5,10,8,8,9,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,No.,5546371
2019-07-12 14:45:54,2019-07-12 14:50:21,0,76.105.171.201,100,267,1,2019-07-12 14:50:21,R_C7GYl7C20hQo8N3,,,,,45.5496063232421875,-122.50439453125,anonymous,EN,4,1,38,1,7,7,16.241,16.241,18.557,1,1,0,0,52.564,0,1,0,0,24.438,0,1,,,,,,5,4,4,4,5,4,5,5,4,6,2,9,9,6,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,none,5870170
2019-07-12 14:44:13,2019-07-12 14:50:32,0,47.209.79.79,100,378,1,2019-07-12 14:50:32,R_UEz8uihMnXGWTKN,,,,,30.2285003662109375,-93.1880035400390625,anonymous,EN,4,1,38,2,10,10,6.942,6.942,10.038,1,1,0,0,164.743,0,1,,,,,,0,0,59.199,0,2,5,2,2,3,4,4,4,5,3,5,11,2,9,10,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,,2732313
2019-07-12 14:45:32,2019-07-12 14:50:37,0,74.108.35.104,100,305,1,2019-07-12 14:50:38,R_21ofoI1VboVaUlj,,,,,40.7845001220703125,-73.64029693603515625,anonymous,EN,4,1,52,1,7,5,10.951,10.951,12.164,1,1,0,0,85.921,0,1,0,0,24.185,0,1,,,,,,4,2,2,2,3,3,3,2,2,5,10,6,6,5,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,,2536910
2019-07-12 14:47:13,2019-07-12 14:50:41,0,74.219.22.138,100,207,1,2019-07-12 14:50:41,R_22xEfTZ9VAqCjLH,,,,,35.0276031494140625,-78.9709014892578125,anonymous,EN,4,1,31,2,6,9,4.86,11.19,12.406,2,1,0,0,62.374,0,1,,,,,,0,0,16.43,0,2,5,5,5,5,5,5,5,5,5,5,10,9,7,7,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,n/a,6155768
2019-07-12 14:46:41,2019-07-12 14:50:42,0,108.222.92.54,100,240,1,2019-07-12 14:50:42,R_1GJqtSFFUBI8Pd6,,,,,41.6417999267578125,-83.47139739990234375,anonymous,EN,4,1,31,1,7,7,10.745,10.745,11.785,1,1,0,0,48.031,0,4,25.334,25.334,61.518,1,1,,,,,,5,2,3,2,5,4,5,5,4,6,2,10,9,8,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,3024753
2019-07-12 14:47:06,2019-07-12 14:50:49,0,45.49.10.35,100,223,1,2019-07-12 14:50:50,R_3MJA0ayf5mfWzaD,,,,,34.1060028076171875,-118.3607025146484375,anonymous,EN,4,1,28,1,9,9,2.09,2.09,15.209,1,1,9.267,10.63,27.719,2,4,,,,,,31.566,37.803,41.395,4,2,4,3,4,4,5,2,3,3,4,5,8,7,8,8,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,,4898544
2019-07-12 14:47:13,2019-07-12 14:50:54,0,71.200.245.219,100,221,1,2019-07-12 14:50:55,R_3suIUS07Uts080R,,,,,26.593597412109375,-81.66190338134765625,anonymous,EN,4,1,35,2,8,8,8.395,8.395,9.591,1,1,0,0,35.498,0,4,,,,,,0,0,29.871,0,2,5,5,5,4,5,5,5,5,5,5,10,10,8,8,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,none,9107787
2019-07-12 14:48:20,2019-07-12 14:50:56,0,138.136.202.155,100,155,1,2019-07-12 14:50:56,R_2P1f3oCDAV6qCe0,,,,,59.8665924072265625,-158.5995941162109375,anonymous,EN,4,1,31,2,7,8,1.611,1.611,7.697,1,1,0,0,32.89,0,1,0,0,20.269,0,1,,,,,,4,3,3,3,4,3,4,3,3,5,10,8,7,7,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,no,4300975
2019-07-12 14:46:53,2019-07-12 14:50:57,0,142.196.69.177,100,243,1,2019-07-12 14:50:57,R_30dV8PjWqK21G01,,,,,29.00579833984375,-82.18280029296875,anonymous,EN,4,1,40,1,5,9,17.773,17.773,19.139,1,1,38.825,38.825,38.873,1,1,,,,,,0,0,44.001,0,2,5,3,3,2,4,5,5,4,3,5,10,8,7,9,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,9651773
2019-07-12 14:47:43,2019-07-12 14:51:04,0,73.211.77.114,100,200,1,2019-07-12 14:51:04,R_1OCS3Vt93KQvQhC,,,,,41.9409027099609375,-87.6531982421875,anonymous,EN,4,1,49,1,4,8,4.893,4.893,7.14,1,1,0,0,36.34,0,1,,,,,,0,0,18.977,0,2,5,3,3,4,5,5,5,5,3,5,9,10,7,6,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,,3843420
2019-07-12 14:47:11,2019-07-12 14:51:08,0,47.196.78.171,100,237,1,2019-07-12 14:51:08,R_1pSEC6B63z8apH2,,,,,27.9550933837890625,-82.296600341796875,anonymous,EN,4,1,39,2,3,9,12.241,12.241,13.987,1,1,0,0,57.486,0,1,0,0,48.539,0,1,,,,,,5,4,4,4,5,4,5,4,4,6,1,8,9,5,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Thanks,4980580
2019-07-12 14:46:32,2019-07-12 14:51:10,0,71.54.171.52,100,277,1,2019-07-12 14:51:10,R_2EFSGNKAajQlFRu,,,,,29.1988983154296875,-82.08740234375,anonymous,EN,4,1,58,1,7,9,21.076,22.936,28.113,3,1,48.752,48.752,48.759,1,1,,,,,,0,0,26.574,0,2,4,2,4,4,5,4,4,4,4,5,10,9,7,9,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,8895270
2019-07-12 14:47:28,2019-07-12 14:51:10,0,172.101.135.129,100,222,1,2019-07-12 14:51:10,R_1d6KwNE6fDEexIQ,,,,,43.1233978271484375,-77.7333984375,anonymous,EN,4,1,26,2,7,10,5.747,5.747,6.618,1,1,0,0,35.054,0,1,0,0,17.786,0,1,,,,,,5,3,2,3,4,4,5,3,2,5,6,5,3,7,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,,9666633
2019-07-12 14:46:32,2019-07-12 14:51:14,0,64.20.21.116,100,282,1,2019-07-12 14:51:15,R_wRT1B3bwnVuikh3,,,,,32.966796875,-79.8527984619140625,anonymous,EN,4,1,30,1,6,7,35.266,35.266,36.254,1,1,0,0,56.601,0,1,,,,,,0,0,30.04,0,2,5,5,5,4,5,4,5,5,4,5,10,10,7,8,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,8623645
2019-07-12 14:47:05,2019-07-12 14:51:14,0,198.137.20.18,100,249,1,2019-07-12 14:51:15,R_2QR3z7fcIjuyqBL,,,,,33.94329833984375,-83.37239837646484375,anonymous,EN,4,1,40,1,3,8,19.97,19.97,22.477,1,1,0,0,44.352,0,1,0,0,20.324,0,1,,,,,,2,4,2,4,4,5,5,4,2,5,11,7,4,8,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,"I'm glad the second portion of the story specified that the hunter's gun misfired, until that I thought maybe the fisherman was also armed and had managed to shoot first.",862838
2019-07-12 14:46:28,2019-07-12 14:51:27,0,108.200.128.82,100,298,1,2019-07-12 14:51:27,R_1gqj0SoZUe9XojM,,,,,29.5211029052734375,-98.3292999267578125,anonymous,EN,4,1,53,2,7,7,25.377,25.377,27.261,1,1,0,0,57.919,0,1,,,,,,0,0,29.338,0,2,5,3,3,3,3,3,4,3,3,5,11,6,7,8,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,no,1072481
2019-07-12 14:44:45,2019-07-12 14:51:31,0,100.36.71.3,100,406,1,2019-07-12 14:51:31,R_C9O4zcsDLxh50KR,,,,,39.106292724609375,-76.865997314453125,anonymous,EN,4,1,25,2,1,10,29.216,29.216,30.736,1,1,0,0,49.315,0,1,,,,,,0,0,43.957,0,2,5,3,4,2,4,5,5,4,3,5,11,9,7,6,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,4793928
2019-07-12 14:45:00,2019-07-12 14:51:32,0,73.190.96.30,100,391,1,2019-07-12 14:51:32,R_1GEw2sn5CdNi2Dn,,,,,44.94659423828125,-123.010498046875,anonymous,EN,4,1,49,2,3,9,18.933,18.933,20.336,1,1,0,0,55.345,0,1,0,0,13.648,0,1,,,,,,4,2,2,2,2,2,2,2,2,5,9,4,4,5,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,4411000
2019-07-12 14:47:40,2019-07-12 14:51:33,0,73.243.137.80,100,232,1,2019-07-12 14:51:33,R_1q2s51JnwGVL4oM,,,,,39.7321014404296875,-104.95549774169921875,anonymous,EN,4,1,28,1,5,9,3.53,24.016,25.133,9,1,2.742,50.823,54.128,6,1,1.713,1.713,31.169,1,1,,,,,,5,4,4,5,5,4,5,4,5,6,0,9,8,8,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,,8224191
2019-07-12 14:45:21,2019-07-12 14:51:33,0,71.47.105.20,100,372,1,2019-07-12 14:51:34,R_77iwFeFvC7NqC9X,,,,,28.4882965087890625,-81.406097412109375,anonymous,EN,4,1,31,2,9,10,0.714,13.773,15.71,2,1,0,0,47.473,0,1,,,,,,0,0,43.551,0,2,5,4,3,3,4,3,3,4,4,5,7,10,10,10,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,No,9293012
2019-07-12 14:48:42,2019-07-12 14:51:35,0,74.139.172.19,100,173,1,2019-07-12 14:51:35,R_1mwqh7TRjDbmIh9,,,,,38.1405029296875,-85.693603515625,anonymous,EN,4,1,30,2,4,10,5.115,5.115,9.008,1,1,32.487,32.487,41.804,1,1,0,0,23.325,0,1,,,,,,5,4,4,4,4,2,5,4,4,6,0,9,8,7,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,none,7801231
2019-07-12 14:45:44,2019-07-12 14:51:37,0,72.188.95.9,100,353,1,2019-07-12 14:51:38,R_2BxMtCFMSIPSepe,,,,,28.5531005859375,-81.75969696044921875,anonymous,EN,4,1,29,2,1,10,5.926,5.926,36.359,1,1,0,0,61.369,0,1,,,,,,0,0,38.971,0,2,5,5,5,3,5,5,4,5,3,5,10,10,6,10,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,5997853
2019-07-12 14:46:59,2019-07-12 14:51:39,0,24.177.221.234,100,279,1,2019-07-12 14:51:39,R_aXgHqHxcUeLDoJz,,,,,43.801300048828125,-91.21340179443359375,anonymous,EN,4,1,32,2,3,10,2.787,15.833,17.885,2,1,0,0,54.363,0,1,0,0,24.24,0,1,,,,,,2,2,2,2,4,4,4,4,2,5,10,6,3,8,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,"This was a very interesting story that I had to imagine. ",2371322
2019-07-12 14:47:37,2019-07-12 14:51:40,0,24.208.150.73,100,243,1,2019-07-12 14:51:41,R_10Bp8VbGkw8QJrx,,,,,37.9636993408203125,-87.393798828125,anonymous,EN,4,1,26,1,4,9,12.249,13.623,14.977,3,1,5.087,17.375,29.527,4,1,,,,,,2.426,7.139,34.49,3,2,5,4,4,3,4,4,4,5,3,5,11,8,7,5,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,,6661492
2019-07-12 14:48:36,2019-07-12 14:51:44,0,104.189.145.18,100,188,1,2019-07-12 14:51:45,R_3VKYTUdzPqT0lLX,,,,,32.925994873046875,-96.9665985107421875,anonymous,EN,4,1,39,1,7,8,1.971,1.971,7.641,1,1,0,0,60.334,0,2,,,,,,0,0,10.764,0,4,4,5,4,3,4,1,4,5,4,5,8,8,8,8,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,,1079432
2019-07-12 14:49:20,2019-07-12 14:51:49,0,206.248.14.66,100,148,1,2019-07-12 14:51:49,R_Zh0WwNByMZbkIy5,,,,,37.2845001220703125,-98.58480072021484375,anonymous,EN,4,1,50,1,3,8,4.718,4.718,5.922,1,1,0,0,27.474,0,4,,,,,,0,0,22.915,0,2,5,5,4,4,4,4,4,4,4,6,0,9,9,8,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,4343853
2019-07-12 14:49:09,2019-07-12 14:51:50,0,108.167.8.101,100,161,1,2019-07-12 14:51:51,R_3MGXP38TMAqxKnY,,,,,40.75970458984375,-96.65419769287109375,anonymous,EN,4,1,23,2,5,8,2.877,2.877,10.362,1,1,0,0,36.293,0,1,0,0,17.633,0,1,,,,,,2,1,2,2,2,3,2,3,3,5,8,7,6,7,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,2217135
2019-07-12 14:48:36,2019-07-12 14:51:52,0,24.130.225.128,100,196,1,2019-07-12 14:51:52,R_ptGQVBcQUVECdVL,,,,,37.3773040771484375,-122.01940155029296875,anonymous,EN,4,1,29,1,8,8,1.692,1.692,7.367,1,1,0,0,36.609,0,1,,,,,,0,0,16.167,0,2,5,4,4,4,5,1,4,5,5,5,10,9,9,7,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,no,9151746
2019-07-12 14:45:30,2019-07-12 14:51:54,0,76.24.172.114,100,384,1,2019-07-12 14:51:54,R_71mE3bqzZINmzC1,,,,,42.077392578125,-71.0446014404296875,anonymous,EN,4,1,34,2,3,8,40.28,41.726,43.151,2,1,0,0,56.44,0,1,0,0,25.861,0,1,,,,,,4,3,2,4,4,3,4,4,4,5,10,8,7,8,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,,6827185
2019-07-12 14:46:53,2019-07-12 14:51:59,0,98.235.165.106,100,305,1,2019-07-12 14:51:59,R_3zatGeaY0yhsS2t,,,,,40.897796630859375,-77.77320098876953125,anonymous,EN,4,1,42,2,4,4,23.54,23.54,24.603,1,1,18.914,21.174,47.846,2,1,,,,,,32.39,37.442,55.014,2,2,5,5,3,3,5,5,5,5,5,6,0,10,10,10,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,no,8382727
2019-07-12 14:44:18,2019-07-12 14:52:00,0,76.248.203.198,100,462,1,2019-07-12 14:52:01,R_3oTjI5RrmcsIxmb,,,,,42.105499267578125,-83.27950286865234375,anonymous,EN,4,1,34,2,8,10,23.315,23.315,24.899,1,1,0,0,142.918,0,1,,,,,,0,0,79.152,0,2,5,4,4,5,5,5,5,5,5,5,11,10,8,8,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,4891184
2019-07-12 14:47:20,2019-07-12 14:52:05,0,173.91.200.86,100,284,1,2019-07-12 14:52:05,R_O26T728dLntG6id,,,,,41.070404052734375,-80.6930999755859375,anonymous,EN,4,1,68,1,3,4,6.449,6.449,11.994,1,1,0,0,63.476,0,1,,,,,,0,0,27.483,0,2,5,4,4,4,5,4,5,5,5,6,0,9,7,7,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,This seems very strange,8092799
2019-07-12 14:45:22,2019-07-12 14:52:10,0,96.227.100.145,100,408,1,2019-07-12 14:52:11,R_2pPsCDEvDE1yoC8,,,,,40.5885009765625,-75.464202880859375,anonymous,EN,4,1,48,2,4,6,56.607,56.607,57.872,1,1,2.634,8.273,77.058,3,1,2.712,7.959,28.309,3,1,,,,,,3,2,2,1,2,3,2,2,1,5,7,6,6,4,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,2630375
2019-07-12 14:48:36,2019-07-12 14:52:12,0,216.253.29.132,100,216,1,2019-07-12 14:52:13,R_334iyrYcRhlS678,,,,,36.3125,-82.3769989013671875,anonymous,EN,4,1,29,1,5,7,9.252,9.252,15.326,1,1,0,0,54.484,0,1,0,0,25.999,0,1,,,,,,2,2,2,2,2,3,3,3,3,5,11,6,3,7,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,,3885838
2019-07-12 14:47:42,2019-07-12 14:52:15,0,207.62.110.161,100,272,1,2019-07-12 14:52:15,R_sc9ZjUlBlncgPyV,,,,,32.7808074951171875,-115.5626983642578125,anonymous,EN,4,1,32,2,6,5,1.46,1.46,6.734,1,1,0,0,61.708,0,1,0,0,34.719,0,1,,,,,,4,3,2,1,1,3,4,3,2,5,8,7,5,7,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,no,1564392
2019-07-12 14:46:21,2019-07-12 14:52:16,0,96.60.181.159,100,355,1,2019-07-12 14:52:17,R_3MtcWBpw5dx6TkA,,,,,32.303802490234375,-88.1475982666015625,anonymous,EN,4,1,26,2,10,10,19.395,19.395,20.867,1,1,0,0,61.405,0,1,0,0,33.922,0,1,,,,,,2,2,2,2,4,2,4,2,2,5,10,6,4,3,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Thanks for allowing me to participate in this interesting study,9841089
2019-07-12 14:46:38,2019-07-12 14:52:21,0,73.115.34.24,100,343,1,2019-07-12 14:52:22,R_3s1akEHqpp9zXGI,,,,,29.8202972412109375,-95.42559814453125,anonymous,EN,4,1,40,1,2,8,19.415,19.415,20.685,1,1,0,0,41.516,0,1,,,,,,0,0,57.093,0,2,2,4,3,2,4,4,5,4,4,6,2,9,7,5,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Great survey! Thanks!,6475940
2019-07-12 14:46:07,2019-07-12 14:52:24,0,66.177.43.236,100,376,1,2019-07-12 14:52:24,R_21EXYHTtzmdGmNq,,,,,30.2736968994140625,-82.13249969482421875,anonymous,EN,4,1,35,1,7,10,20.602,20.602,22.292,1,1,0,0,80.246,0,1,0,0,41.483,0,1,,,,,,2,1,1,1,3,3,4,2,2,5,8,8,6,9,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,1013472
2019-07-12 14:46:43,2019-07-12 14:52:24,0,107.50.203.14,100,340,1,2019-07-12 14:52:25,R_1ovdfeYDPhB7oYU,,,,,39.7259063720703125,-84.5352020263671875,anonymous,EN,4,1,47,2,4,7,5.578,7.717,9.233,3,1,16.986,20.664,24.3,2,1,18.765,42.372,51.526,2,1,,,,,,4,2,2,3,4,5,4,4,2,5,7,4,6,5,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,"The fisherman didn't keep the pocketknife, or kick the body of the guy who tried to kill him, or anything. He isn't exactly manly.",8978849
2019-07-12 14:44:49,2019-07-12 14:52:25,0,68.191.142.52,100,455,1,2019-07-12 14:52:25,R_1o7P1CQSS1qNu5h,,,,,34.548492431640625,-87.00360107421875,anonymous,EN,4,1,51,2,5,8,20.062,20.062,21.23,1,1,0,0,66.477,0,1,0,0,33.777,0,1,,,,,,4,2,3,2,4,3,4,4,3,5,10,10,4,6,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,"I never read stories like this because the news, which is usually all bad, is full of stories like this and I get tired of it.  Thanks for posting this online though.  Good luck with your research!",7986596
2019-07-12 14:47:02,2019-07-12 14:52:30,0,66.168.224.37,100,327,1,2019-07-12 14:52:30,R_2V3bAVhEPLZMZdu,,,,,34.548492431640625,-87.00360107421875,anonymous,EN,4,1,57,2,1,10,19.781,23.489,25.29,2,1,0,0,65.251,0,4,,,,,,0,0,27.297,0,2,5,5,5,5,5,5,5,5,5,5,11,10,7,10,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,No,9764319
2019-07-12 14:46:37,2019-07-12 14:52:30,0,107.199.197.44,100,353,1,2019-07-12 14:52:31,R_u3UVWKP4FTXYrfz,,,,,32.817901611328125,-96.63189697265625,anonymous,EN,4,1,39,2,2,10,9.913,9.913,11.81,1,1,0,0,159.761,0,1,,,,,,0,0,28.374,0,2,5,4,5,4,5,5,5,5,5,5,9,10,5,7,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,I thought it was interesting.,7802651
2019-07-12 14:47:19,2019-07-12 14:52:34,0,96.236.205.208,100,315,1,2019-07-12 14:52:34,R_3lYPBbK4cbTUkvS,,,,,40.432403564453125,-79.9246978759765625,anonymous,EN,4,1,64,1,5,9,9.728,15.996,17.234,2,1,2.613,2.613,60.166,1,1,46.558,48.007,55.345,2,1,,,,,,4,2,2,2,3,4,4,3,2,5,10,10,6,3,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,no,9685084
2019-07-12 14:48:06,2019-07-12 14:52:34,0,165.225.38.241,100,268,1,2019-07-12 14:52:34,R_2fwwOHP7r4FB2eD,,,,,41.8341064453125,-72.5576019287109375,anonymous,EN,4,1,44,1,7,7,14.137,14.137,18.238,1,1,0,0,39.231,0,1,,,,,,0,0,43.043,0,2,5,5,5,5,5,1,5,5,5,5,10,10,10,10,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,none,3158680
2019-07-12 14:43:37,2019-07-12 14:52:36,0,172.220.227.49,100,539,1,2019-07-12 14:52:37,R_2CxrDgFXqEJ3t7v,,,,,35.4665985107421875,-79.1757965087890625,anonymous,EN,4,1,45,2,6,6,25.66,25.66,26.647,1,1,0,0,185.79,0,1,,,,,,0,0,70,0,2,5,5,5,5,5,5,5,5,5,6,0,10,6,9,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,"No. ",1381136
2019-07-12 14:48:15,2019-07-12 14:52:40,0,184.20.223.120,100,264,1,2019-07-12 14:52:40,R_SPCzYpuNQ2pbN4J,,,,,34.330902099609375,-89.48370361328125,anonymous,EN,4,1,38,2,7,8,11.952,11.952,13.072,1,1,14.029,23.326,51.714,3,1,,,,,,0,0,17.472,0,2,5,5,5,4,5,5,5,5,4,6,0,9,7,8,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,no,2938778
2019-07-12 14:46:09,2019-07-12 14:52:40,0,99.24.38.151,100,390,1,2019-07-12 14:52:41,R_3ijNXWgQVo7PDoL,,,,,29.743896484375,-95.60669708251953125,anonymous,EN,4,1,34,2,5,8,26.404,26.404,27.848,1,1,0,0,56.823,0,1,0,0,34.149,0,1,,,,,,3,3,3,3,3,3,4,3,3,6,5,7,5,2,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,,3520486
